GO_ID	GO_Name	GO_Category	Enrichment	p_uncorrected	p_fdr_bh	Study_Count	Study_Total	Pop_Count	Pop_Total	Study_Genes	Depth
GO:0048808	male genitalia morphogenesis	BP	p	1.0	1.0	0	28	1	230		5
GO:0002263	cell activation involved in immune response	BP	p	1.0	1.0	0	28	1	230		3
GO:0062125	regulation of mitochondrial gene expression	BP	p	1.0	1.0	0	28	1	230		8
GO:1905332	positive regulation of morphogenesis of an epithelium	BP	p	1.0	1.0	0	28	3	230		6
GO:0009311	oligosaccharide metabolic process	BP	p	1.0	1.0	0	28	1	230		5
GO:2000181	negative regulation of blood vessel morphogenesis	BP	p	1.0	1.0	0	28	1	230		7
GO:0007602	phototransduction	BP	p	1.0	1.0	0	28	4	230		6
GO:0045859	regulation of protein kinase activity	BP	p	1.0	1.0	0	28	3	230		9
GO:0032480	negative regulation of type I interferon production	BP	p	1.0	1.0	0	28	1	230		10
GO:1901658	glycosyl compound catabolic process	BP	p	1.0	1.0	0	28	1	230		5
GO:0044774	mitotic DNA integrity checkpoint signaling	BP	p	1.0	1.0	0	28	1	230		10
GO:0031114	regulation of microtubule depolymerization	BP	p	1.0	1.0	0	28	1	230		9
GO:0006310	DNA recombination	BP	p	1.0	1.0	0	28	1	230		7
GO:0043200	response to amino acid	BP	p	1.0	1.0	0	28	1	230		4
GO:0007611	learning or memory	BP	p	1.0	1.0	0	28	5	230		5
GO:1903429	regulation of cell maturation	BP	p	1.0	1.0	0	28	1	230		6
GO:0030098	lymphocyte differentiation	BP	p	1.0	1.0	0	28	2	230		6
GO:0047497	mitochondrion transport along microtubule	BP	p	1.0	1.0	0	28	1	230		8
GO:0022404	molting cycle process	BP	p	1.0	1.0	0	28	1	230		2
GO:0060048	cardiac muscle contraction	BP	p	1.0	1.0	0	28	1	230		6
GO:0007060	male meiosis chromosome segregation	BP	p	1.0	1.0	0	28	1	230		6
GO:1901654	response to ketone	BP	p	1.0	1.0	0	28	1	230		4
GO:0032984	protein-containing complex disassembly	BP	p	1.0	1.0	0	28	1	230		5
GO:0031663	lipopolysaccharide-mediated signaling pathway	BP	p	1.0	1.0	0	28	1	230		6
GO:0045765	regulation of angiogenesis	BP	p	1.0	1.0	0	28	1	230		6
GO:0050863	regulation of T cell activation	BP	p	1.0	1.0	0	28	3	230		7
GO:0002883	regulation of hypersensitivity	BP	p	1.0	1.0	0	28	1	230		9
GO:0044210	'de novo' CTP biosynthetic process	BP	p	1.0	1.0	0	28	1	230		12
GO:0032944	regulation of mononuclear cell proliferation	BP	p	1.0	1.0	0	28	3	230		6
GO:0061516	monocyte proliferation	BP	p	1.0	1.0	0	28	1	230		4
GO:0048168	regulation of neuronal synaptic plasticity	BP	p	1.0	1.0	0	28	1	230		8
GO:0022405	hair cycle process	BP	p	1.0	1.0	0	28	1	230		3
GO:0170035	L-amino acid catabolic process	BP	p	1.0	1.0	0	28	2	230		9
GO:0031445	regulation of heterochromatin formation	BP	p	1.0	1.0	0	28	1	230		8
GO:0010596	negative regulation of endothelial cell migration	BP	p	1.0	1.0	0	28	2	230		7
GO:0060662	salivary gland cavitation	BP	p	1.0	1.0	0	28	1	230		5
GO:1903311	regulation of mRNA metabolic process	BP	p	1.0	1.0	0	28	2	230		8
GO:0016139	glycoside catabolic process	BP	p	1.0	1.0	0	28	1	230		6
GO:1901678	iron coordination entity transport	BP	p	1.0	1.0	0	28	1	230		9
GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway	BP	p	1.0	1.0	0	28	1	230		8
GO:0086001	cardiac muscle cell action potential	BP	p	1.0	1.0	0	28	1	230		5
GO:0006302	double-strand break repair	BP	p	1.0	1.0	0	28	1	230		8
GO:0061117	negative regulation of heart growth	BP	p	1.0	1.0	0	28	1	230		7
GO:0003013	circulatory system process	BP	p	1.0	1.0	0	28	1	230		3
GO:0010812	negative regulation of cell-substrate adhesion	BP	p	1.0	1.0	0	28	1	230		6
GO:0090192	regulation of glomerulus development	BP	p	1.0	1.0	0	28	1	230		5
GO:0007163	establishment or maintenance of cell polarity	BP	p	1.0	1.0	0	28	2	230		2
GO:2000255	negative regulation of male germ cell proliferation	BP	p	1.0	1.0	0	28	1	230		7
GO:0006793	phosphorus metabolic process	BP	p	1.0	1.0	2	28	18	230	FAM3A,TAFAZZIN	3
GO:0035352	NAD transmembrane transport	BP	p	1.0	1.0	0	28	1	230		10
GO:1901875	positive regulation of post-translational protein modification	BP	p	1.0	1.0	0	28	2	230		9
GO:0016053	organic acid biosynthetic process	BP	p	1.0	1.0	0	28	2	230		5
GO:0006596	polyamine biosynthetic process	BP	p	1.0	1.0	0	28	2	230		6
GO:0061187	regulation of rDNA heterochromatin formation	BP	p	1.0	1.0	0	28	1	230		9
GO:0045017	glycerolipid biosynthetic process	BP	p	1.0	1.0	0	28	1	230		6
GO:0002339	B cell selection	BP	p	1.0	1.0	0	28	1	230		2
GO:0070455	positive regulation of heme biosynthetic process	BP	p	1.0	1.0	0	28	1	230		8
GO:0071482	cellular response to light stimulus	BP	p	1.0	1.0	0	28	4	230		6
GO:0051276	chromosome organization	BP	p	1.0	1.0	0	28	3	230		5
GO:2000378	negative regulation of reactive oxygen species metabolic process	BP	p	1.0	1.0	0	28	2	230		6
GO:1901679	nucleotide transmembrane transport	BP	p	1.0	1.0	0	28	1	230		7
GO:0045137	development of primary sexual characteristics	BP	p	1.0	1.0	0	28	1	230		3
GO:1901909	diadenosine hexaphosphate catabolic process	BP	p	1.0	1.0	0	28	2	230		10
GO:0071230	cellular response to amino acid stimulus	BP	p	1.0	1.0	0	28	1	230		5
GO:0006261	DNA-templated DNA replication	BP	p	1.0	1.0	0	28	1	230		8
GO:0036294	cellular response to decreased oxygen levels	BP	p	1.0	1.0	0	28	1	230		5
GO:0006641	triglyceride metabolic process	BP	p	1.0	1.0	0	28	2	230		7
GO:0015012	heparan sulfate proteoglycan biosynthetic process	BP	p	1.0	1.0	0	28	1	230		9
GO:0007420	brain development	BP	p	1.0	1.0	0	28	7	230		4
GO:0043242	negative regulation of protein-containing complex disassembly	BP	p	1.0	1.0	0	28	1	230		6
GO:0007064	mitotic sister chromatid cohesion	BP	p	1.0	1.0	0	28	1	230		7
GO:0001964	startle response	BP	p	1.0	1.0	0	28	1	230		5
GO:0010880	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	BP	p	1.0	1.0	0	28	1	230		10
GO:0009179	purine ribonucleoside diphosphate metabolic process	BP	p	1.0	1.0	0	28	1	230		9
GO:1904936	interneuron migration	BP	p	1.0	1.0	0	28	1	230		5
GO:0032874	positive regulation of stress-activated MAPK cascade	BP	p	1.0	1.0	0	28	1	230		9
GO:0060601	lateral sprouting from an epithelium	BP	p	1.0	1.0	0	28	1	230		5
GO:0043409	negative regulation of MAPK cascade	BP	p	1.0	1.0	0	28	1	230		8
GO:1901605	alpha-amino acid metabolic process	BP	p	1.0	1.0	0	28	4	230		7
GO:1901989	positive regulation of cell cycle phase transition	BP	p	1.0	1.0	0	28	1	230		7
GO:0031110	regulation of microtubule polymerization or depolymerization	BP	p	1.0	1.0	0	28	2	230		8
GO:0006639	acylglycerol metabolic process	BP	p	1.0	1.0	0	28	2	230		6
GO:0006401	RNA catabolic process	BP	p	1.0	1.0	0	28	2	230		7
GO:0050727	regulation of inflammatory response	BP	p	1.0	1.0	0	28	1	230		6
GO:1902532	negative regulation of intracellular signal transduction	BP	p	1.0	1.0	0	28	4	230		7
GO:0002708	positive regulation of lymphocyte mediated immunity	BP	p	1.0	1.0	0	28	1	230		7
GO:0071649	regulation of chemokine (C-C motif) ligand 5 production	BP	p	1.0	1.0	0	28	1	230		10
GO:0030451	regulation of complement activation, alternative pathway	BP	p	1.0	1.0	0	28	1	230		7
GO:0170040	proteinogenic amino acid catabolic process	BP	p	1.0	1.0	0	28	1	230		8
GO:0080164	regulation of nitric oxide metabolic process	BP	p	1.0	1.0	0	28	1	230		5
GO:0010043	response to zinc ion	BP	p	1.0	1.0	0	28	1	230		4
GO:1902041	regulation of extrinsic apoptotic signaling pathway via death domain receptors	BP	p	1.0	1.0	0	28	1	230		8
GO:1904515	positive regulation of TORC2 signaling	BP	p	1.0	1.0	0	28	2	230		9
GO:1902806	regulation of cell cycle G1/S phase transition	BP	p	1.0	1.0	0	28	2	230		7
GO:0006576	biogenic amine metabolic process	BP	p	1.0	1.0	0	28	4	230		4
GO:0030336	negative regulation of cell migration	BP	p	1.0	1.0	0	28	4	230		6
GO:0051262	protein tetramerization	BP	p	1.0	1.0	0	28	1	230		7
GO:0006112	energy reserve metabolic process	BP	p	1.0	1.0	0	28	1	230		5
GO:0120034	positive regulation of plasma membrane bounded cell projection assembly	BP	p	1.0	1.0	0	28	3	230		8
GO:0031638	zymogen activation	BP	p	1.0	1.0	0	28	1	230		7
GO:0050688	regulation of defense response to virus	BP	p	1.0	1.0	0	28	1	230		6
GO:0060586	multicellular organismal-level iron ion homeostasis	BP	p	1.0	1.0	0	28	1	230		5
GO:0015865	purine nucleotide transport	BP	p	1.0	1.0	0	28	1	230		7
GO:0010459	negative regulation of heart rate	BP	p	1.0	1.0	0	28	1	230		8
GO:0071219	cellular response to molecule of bacterial origin	BP	p	1.0	1.0	0	28	1	230		5
GO:0050672	negative regulation of lymphocyte proliferation	BP	p	1.0	1.0	0	28	2	230		8
GO:0034504	protein localization to nucleus	BP	p	1.0	1.0	0	28	2	230		5
GO:0006084	acetyl-CoA metabolic process	BP	p	1.0	1.0	0	28	1	230		8
GO:0006525	arginine metabolic process	BP	p	1.0	1.0	0	28	1	230		8
GO:0007519	skeletal muscle tissue development	BP	p	1.0	1.0	0	28	1	230		6
GO:0008206	bile acid metabolic process	BP	p	1.0	1.0	0	28	1	230		8
GO:0050851	antigen receptor-mediated signaling pathway	BP	p	1.0	1.0	0	28	1	230		9
GO:0030201	heparan sulfate proteoglycan metabolic process	BP	p	1.0	1.0	0	28	1	230		7
GO:0001701	in utero embryonic development	BP	p	1.0	1.0	0	28	1	230		7
GO:0071216	cellular response to biotic stimulus	BP	p	1.0	1.0	0	28	3	230		3
GO:0045814	negative regulation of gene expression, epigenetic	BP	p	1.0	1.0	0	28	1	230		9
GO:0006957	complement activation, alternative pathway	BP	p	1.0	1.0	0	28	1	230		8
GO:0043124	negative regulation of canonical NF-kappaB signal transduction	BP	p	1.0	1.0	0	28	2	230		8
GO:0007059	chromosome segregation	BP	p	1.0	1.0	0	28	4	230		3
GO:0050871	positive regulation of B cell activation	BP	p	1.0	1.0	0	28	2	230		8
GO:0072528	pyrimidine-containing compound biosynthetic process	BP	p	1.0	1.0	0	28	1	230		4
GO:0006520	amino acid metabolic process	BP	p	1.0	1.0	0	28	4	230		4
GO:0003044	regulation of systemic arterial blood pressure mediated by a chemical signal	BP	p	1.0	1.0	0	28	1	230		5
GO:0043031	negative regulation of macrophage activation	BP	p	1.0	1.0	0	28	1	230		7
GO:0010614	negative regulation of cardiac muscle hypertrophy	BP	p	1.0	1.0	0	28	1	230		8
GO:0021830	interneuron migration from the subpallium to the cortex	BP	p	1.0	1.0	0	28	1	230		8
GO:0018193	peptidyl-amino acid modification	BP	p	1.0	1.0	0	28	1	230		6
GO:0021853	cerebral cortex GABAergic interneuron migration	BP	p	1.0	1.0	0	28	1	230		9
GO:0070302	regulation of stress-activated protein kinase signaling cascade	BP	p	1.0	1.0	0	28	1	230		7
GO:0002698	negative regulation of immune effector process	BP	p	1.0	1.0	0	28	1	230		5
GO:0070664	negative regulation of leukocyte proliferation	BP	p	1.0	1.0	0	28	2	230		6
GO:1903037	regulation of leukocyte cell-cell adhesion	BP	p	1.0	1.0	0	28	4	230		6
GO:1903322	positive regulation of protein modification by small protein conjugation or removal	BP	p	1.0	1.0	0	28	2	230		10
GO:0034605	cellular response to heat	BP	p	1.0	1.0	0	28	2	230		5
GO:0001775	cell activation	BP	p	1.0	1.0	0	28	4	230		2
GO:0061512	protein localization to cilium	BP	p	1.0	1.0	0	28	1	230		5
GO:0051279	regulation of release of sequestered calcium ion into cytosol	BP	p	1.0	1.0	0	28	1	230		9
GO:0051965	positive regulation of synapse assembly	BP	p	1.0	1.0	0	28	4	230		7
GO:0098693	regulation of synaptic vesicle cycle	BP	p	1.0	1.0	0	28	1	230		6
GO:0044093	positive regulation of molecular function	BP	p	1.0	1.0	0	28	5	230		3
GO:0072161	mesenchymal cell differentiation involved in kidney development	BP	p	1.0	1.0	0	28	1	230		6
GO:0061458	reproductive system development	BP	p	1.0	1.0	0	28	1	230		4
GO:0051338	regulation of transferase activity	BP	p	1.0	1.0	0	28	3	230		4
GO:0006413	translational initiation	BP	p	1.0	1.0	0	28	1	230		3
GO:1903522	regulation of blood circulation	BP	p	1.0	1.0	0	28	2	230		5
GO:0030488	tRNA methylation	BP	p	1.0	1.0	0	28	1	230		10
GO:1904994	regulation of leukocyte adhesion to vascular endothelial cell	BP	p	1.0	1.0	0	28	1	230		7
GO:0009083	branched-chain amino acid catabolic process	BP	p	1.0	1.0	0	28	1	230		8
GO:0071616	acyl-CoA biosynthetic process	BP	p	1.0	1.0	0	28	1	230		8
GO:0043473	pigmentation	BP	p	1.0	1.0	0	28	1	230		1
GO:0007040	lysosome organization	BP	p	1.0	1.0	0	28	1	230		7
GO:1902745	positive regulation of lamellipodium organization	BP	p	1.0	1.0	0	28	1	230		8
GO:0061162	establishment of monopolar cell polarity	BP	p	1.0	1.0	0	28	1	230		4
GO:1904688	regulation of cytoplasmic translational initiation	BP	p	1.0	1.0	0	28	1	230		11
GO:0036158	outer dynein arm assembly	BP	p	1.0	1.0	0	28	1	230		7
GO:0034089	establishment of meiotic sister chromatid cohesion	BP	p	1.0	1.0	0	28	1	230		4
GO:0009792	embryo development ending in birth or egg hatching	BP	p	1.0	1.0	0	28	1	230		5
GO:0050691	regulation of defense response to virus by host	BP	p	1.0	1.0	0	28	1	230		7
GO:0009314	response to radiation	BP	p	1.0	1.0	0	28	6	230		3
GO:0048009	insulin-like growth factor receptor signaling pathway	BP	p	1.0	1.0	0	28	1	230		8
GO:0044772	mitotic cell cycle phase transition	BP	p	1.0	1.0	0	28	2	230		4
GO:0043574	peroxisomal transport	BP	p	1.0	1.0	0	28	1	230		5
GO:0071947	protein deubiquitination involved in ubiquitin-dependent protein catabolic process	BP	p	1.0	1.0	0	28	1	230		10
GO:1903985	regulation of intestinal D-glucose absorption	BP	p	1.0	1.0	0	28	1	230		7
GO:0006029	proteoglycan metabolic process	BP	p	1.0	1.0	0	28	2	230		6
GO:0009583	detection of light stimulus	BP	p	1.0	1.0	0	28	4	230		5
GO:0060249	anatomical structure homeostasis	BP	p	1.0	1.0	0	28	1	230		3
GO:0070781	response to biotin	BP	p	1.0	1.0	0	28	1	230		5
GO:0000712	resolution of meiotic recombination intermediates	BP	p	1.0	1.0	0	28	1	230		5
GO:0006796	phosphate-containing compound metabolic process	BP	p	1.0	1.0	2	28	18	230	FAM3A,TAFAZZIN	4
GO:0002889	regulation of immunoglobulin mediated immune response	BP	p	1.0	1.0	0	28	1	230		8
GO:0032945	negative regulation of mononuclear cell proliferation	BP	p	1.0	1.0	0	28	2	230		7
GO:0006271	DNA strand elongation involved in DNA replication	BP	p	1.0	1.0	0	28	1	230		8
GO:0034198	cellular response to amino acid starvation	BP	p	1.0	1.0	0	28	1	230		5
GO:0035019	somatic stem cell population maintenance	BP	p	1.0	1.0	0	28	2	230		4
GO:0046174	polyol catabolic process	BP	p	1.0	1.0	0	28	1	230		6
GO:0000271	polysaccharide biosynthetic process	BP	p	1.0	1.0	0	28	1	230		6
GO:0055088	lipid homeostasis	BP	p	1.0	1.0	0	28	1	230		3
GO:0140013	meiotic nuclear division	BP	p	1.0	1.0	0	28	1	230		7
GO:0060252	positive regulation of glial cell proliferation	BP	p	1.0	1.0	0	28	1	230		9
GO:0007275	multicellular organism development	BP	p	1.0	1.0	0	28	1	230		3
GO:1903426	regulation of reactive oxygen species biosynthetic process	BP	p	1.0	1.0	0	28	1	230		6
GO:0060576	intestinal epithelial cell development	BP	p	1.0	1.0	0	28	1	230		6
GO:0042476	odontogenesis	BP	p	1.0	1.0	0	28	1	230		4
GO:0045724	positive regulation of cilium assembly	BP	p	1.0	1.0	0	28	1	230		9
GO:0046488	phosphatidylinositol metabolic process	BP	p	1.0	1.0	0	28	1	230		7
GO:0045542	positive regulation of cholesterol biosynthetic process	BP	p	1.0	1.0	0	28	1	230		11
GO:0070286	axonemal dynein complex assembly	BP	p	1.0	1.0	0	28	1	230		6
GO:1903531	negative regulation of secretion by cell	BP	p	1.0	1.0	0	28	1	230		7
GO:0099177	regulation of trans-synaptic signaling	BP	p	1.0	1.0	0	28	6	230		5
GO:0071941	nitrogen cycle metabolic process	BP	p	1.0	1.0	0	28	1	230		3
GO:0050679	positive regulation of epithelial cell proliferation	BP	p	1.0	1.0	0	28	2	230		6
GO:0040037	negative regulation of fibroblast growth factor receptor signaling pathway	BP	p	1.0	1.0	0	28	1	230		7
GO:0070585	protein localization to mitochondrion	BP	p	1.0	1.0	0	28	1	230		5
GO:0019722	calcium-mediated signaling	BP	p	1.0	1.0	0	28	2	230		7
GO:0007178	cell surface receptor protein serine/threonine kinase signaling pathway	BP	p	1.0	1.0	0	28	1	230		7
GO:0021831	embryonic olfactory bulb interneuron precursor migration	BP	p	1.0	1.0	0	28	1	230		8
GO:2000058	regulation of ubiquitin-dependent protein catabolic process	BP	p	1.0	1.0	0	28	1	230		9
GO:0032727	positive regulation of interferon-alpha production	BP	p	1.0	1.0	0	28	1	230		11
GO:0042415	norepinephrine metabolic process	BP	p	1.0	1.0	0	28	1	230		6
GO:0006706	steroid catabolic process	BP	p	1.0	1.0	0	28	1	230		6
GO:0030183	B cell differentiation	BP	p	1.0	1.0	0	28	1	230		7
GO:0042254	ribosome biogenesis	BP	p	1.0	1.0	0	28	1	230		5
GO:1901655	cellular response to ketone	BP	p	1.0	1.0	0	28	1	230		5
GO:0090181	regulation of cholesterol metabolic process	BP	p	1.0	1.0	0	28	1	230		8
GO:0046167	glycerol-3-phosphate biosynthetic process	BP	p	1.0	1.0	0	28	1	230		7
GO:1990830	cellular response to leukemia inhibitory factor	BP	p	1.0	1.0	0	28	1	230		6
GO:0048524	positive regulation of viral process	BP	p	1.0	1.0	0	28	1	230		4
GO:0008637	apoptotic mitochondrial changes	BP	p	1.0	1.0	0	28	1	230		6
GO:0072678	T cell migration	BP	p	1.0	1.0	0	28	2	230		7
GO:0002755	MyD88-dependent toll-like receptor signaling pathway	BP	p	1.0	1.0	0	28	2	230		12
GO:0002821	positive regulation of adaptive immune response	BP	p	1.0	1.0	0	28	1	230		6
GO:2000243	positive regulation of reproductive process	BP	p	1.0	1.0	0	28	1	230		4
GO:0051289	protein homotetramerization	BP	p	1.0	1.0	0	28	1	230		8
GO:0050852	T cell receptor signaling pathway	BP	p	1.0	1.0	0	28	1	230		10
GO:1903939	regulation of TORC2 signaling	BP	p	1.0	1.0	0	28	2	230		8
GO:0007017	microtubule-based process	BP	p	1.0	1.0	1	28	12	230	FLNA	2
GO:0097193	intrinsic apoptotic signaling pathway	BP	p	1.0	1.0	0	28	1	230		6
GO:1901890	positive regulation of cell junction assembly	BP	p	1.0	1.0	0	28	4	230		6
GO:0009063	amino acid catabolic process	BP	p	1.0	1.0	0	28	2	230		5
GO:0006289	nucleotide-excision repair	BP	p	1.0	1.0	0	28	1	230		8
GO:0098880	maintenance of postsynaptic specialization structure	BP	p	1.0	1.0	0	28	1	230		7
GO:0071347	cellular response to interleukin-1	BP	p	1.0	1.0	0	28	1	230		6
GO:0071222	cellular response to lipopolysaccharide	BP	p	1.0	1.0	0	28	1	230		6
GO:0008064	regulation of actin polymerization or depolymerization	BP	p	1.0	1.0	0	28	1	230		9
GO:0098727	maintenance of cell number	BP	p	1.0	1.0	0	28	2	230		2
GO:1905268	negative regulation of chromatin organization	BP	p	1.0	1.0	0	28	1	230		6
GO:0019432	triglyceride biosynthetic process	BP	p	1.0	1.0	0	28	1	230		8
GO:0048511	rhythmic process	BP	p	1.0	1.0	0	28	3	230		1
GO:0010882	regulation of cardiac muscle contraction by calcium ion signaling	BP	p	1.0	1.0	0	28	1	230		9
GO:0060788	ectodermal placode formation	BP	p	1.0	1.0	0	28	1	230		3
GO:0043330	response to exogenous dsRNA	BP	p	1.0	1.0	0	28	1	230		5
GO:0070536	protein K63-linked deubiquitination	BP	p	1.0	1.0	0	28	2	230		10
GO:0048608	reproductive structure development	BP	p	1.0	1.0	0	28	3	230		3
GO:0006643	membrane lipid metabolic process	BP	p	1.0	1.0	0	28	1	230		5
GO:0007286	spermatid development	BP	p	1.0	1.0	0	28	1	230		5
GO:0060612	adipose tissue development	BP	p	1.0	1.0	0	28	2	230		5
GO:0060537	muscle tissue development	BP	p	1.0	1.0	0	28	1	230		4
GO:0010041	response to iron(III) ion	BP	p	1.0	1.0	0	28	1	230		5
GO:0008306	associative learning	BP	p	1.0	1.0	0	28	1	230		7
GO:0070131	positive regulation of mitochondrial translation	BP	p	1.0	1.0	0	28	1	230		11
GO:0072665	protein localization to vacuole	BP	p	1.0	1.0	0	28	1	230		5
GO:0010770	positive regulation of cell morphogenesis	BP	p	1.0	1.0	0	28	3	230		7
GO:0051052	regulation of DNA metabolic process	BP	p	1.0	1.0	0	28	4	230		7
GO:0006526	L-arginine biosynthetic process	BP	p	1.0	1.0	0	28	1	230		11
GO:0034761	positive regulation of iron ion transmembrane transport	BP	p	1.0	1.0	0	28	1	230		9
GO:0160184	paracellular transport	BP	p	1.0	1.0	0	28	1	230		4
GO:0030520	estrogen receptor signaling pathway	BP	p	1.0	1.0	0	28	1	230		9
GO:0001890	placenta development	BP	p	1.0	1.0	0	28	1	230		4
GO:0045123	cellular extravasation	BP	p	1.0	1.0	0	28	2	230		5
GO:0016525	negative regulation of angiogenesis	BP	p	1.0	1.0	0	28	1	230		8
GO:0030449	regulation of complement activation	BP	p	1.0	1.0	0	28	1	230		6
GO:0050999	regulation of nitric-oxide synthase activity	BP	p	1.0	1.0	0	28	1	230		5
GO:0046466	membrane lipid catabolic process	BP	p	1.0	1.0	0	28	1	230		6
GO:0034755	iron ion transmembrane transport	BP	p	1.0	1.0	0	28	1	230		9
GO:0098761	cellular response to interleukin-7	BP	p	1.0	1.0	0	28	1	230		6
GO:0032886	regulation of microtubule-based process	BP	p	1.0	1.0	0	28	2	230		4
GO:2001243	negative regulation of intrinsic apoptotic signaling pathway	BP	p	1.0	1.0	0	28	1	230		8
GO:2000736	regulation of stem cell differentiation	BP	p	1.0	1.0	0	28	1	230		5
GO:0009725	response to hormone	BP	p	1.0	1.0	0	28	5	230		3
GO:0071674	mononuclear cell migration	BP	p	1.0	1.0	0	28	2	230		5
GO:0034134	toll-like receptor 2 signaling pathway	BP	p	1.0	1.0	0	28	1	230		13
GO:1902490	regulation of sperm capacitation	BP	p	1.0	1.0	0	28	1	230		7
GO:0035265	organ growth	BP	p	1.0	1.0	0	28	3	230		3
GO:0141193	nuclear receptor-mediated signaling pathway	BP	p	1.0	1.0	0	28	1	230		7
GO:0021707	cerebellar granule cell differentiation	BP	p	1.0	1.0	0	28	1	230		6
GO:0034155	regulation of toll-like receptor 7 signaling pathway	BP	p	1.0	1.0	0	28	2	230		9
GO:0050954	sensory perception of mechanical stimulus	BP	p	1.0	1.0	0	28	1	230		5
GO:0140466	iron-sulfur cluster export from the mitochondrion	BP	p	1.0	1.0	0	28	1	230		11
GO:0046496	nicotinamide nucleotide metabolic process	BP	p	1.0	1.0	0	28	1	230		8
GO:1902315	nuclear cell cycle DNA replication initiation	BP	p	1.0	1.0	0	28	1	230		9
GO:2001053	regulation of mesenchymal cell apoptotic process	BP	p	1.0	1.0	0	28	1	230		6
GO:0035822	gene conversion	BP	p	1.0	1.0	0	28	1	230		9
GO:0006086	pyruvate decarboxylation to acetyl-CoA	BP	p	1.0	1.0	0	28	1	230		10
GO:0038172	interleukin-33-mediated signaling pathway	BP	p	1.0	1.0	0	28	1	230		7
GO:1902369	negative regulation of RNA catabolic process	BP	p	1.0	1.0	0	28	1	230		9
GO:0000964	mitochondrial RNA 5'-end processing	BP	p	1.0	1.0	0	28	1	230		8
GO:0045619	regulation of lymphocyte differentiation	BP	p	1.0	1.0	0	28	2	230		8
GO:0099173	postsynapse organization	BP	p	1.0	1.0	0	28	1	230		4
GO:1901343	negative regulation of vasculature development	BP	p	1.0	1.0	0	28	1	230		6
GO:1903169	regulation of calcium ion transmembrane transport	BP	p	1.0	1.0	0	28	2	230		8
GO:0002921	negative regulation of humoral immune response	BP	p	1.0	1.0	0	28	1	230		6
GO:0071364	cellular response to epidermal growth factor stimulus	BP	p	1.0	1.0	0	28	1	230		5
GO:0035234	ectopic germ cell programmed cell death	BP	p	1.0	1.0	0	28	1	230		5
GO:0051253	negative regulation of RNA metabolic process	BP	p	1.0	1.0	2	28	21	230	FLNA,RPL10	8
GO:0046839	phospholipid dephosphorylation	BP	p	1.0	1.0	0	28	1	230		6
GO:0120033	negative regulation of plasma membrane bounded cell projection assembly	BP	p	1.0	1.0	0	28	2	230		8
GO:0009447	putrescine catabolic process	BP	p	1.0	1.0	0	28	1	230		7
GO:0001656	metanephros development	BP	p	1.0	1.0	0	28	1	230		5
GO:0140962	multicellular organismal-level chemical homeostasis	BP	p	1.0	1.0	0	28	1	230		3
GO:0000381	regulation of alternative mRNA splicing, via spliceosome	BP	p	1.0	1.0	0	28	1	230		11
GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	BP	p	1.0	1.0	0	28	1	230		6
GO:0071709	membrane assembly	BP	p	1.0	1.0	0	28	2	230		5
GO:0031410	cytoplasmic vesicle	CC	p	1.0	1.0	2	28	17	230	ATP6AP1,DIAPH2	6
GO:0099147	extrinsic component of postsynaptic density membrane	CC	p	1.0	1.0	0	28	1	230		7
GO:0031248	protein acetyltransferase complex	CC	p	1.0	1.0	0	28	2	230		5
GO:0030016	myofibril	CC	p	1.0	1.0	0	28	1	230		6
GO:0030880	RNA polymerase complex	CC	p	1.0	1.0	0	28	1	230		5
GO:0034358	plasma lipoprotein particle	CC	p	1.0	1.0	0	28	1	230		4
GO:0005770	late endosome	CC	p	1.0	1.0	0	28	1	230		8
GO:0019897	extrinsic component of plasma membrane	CC	p	1.0	1.0	0	28	1	230		3
GO:0098590	plasma membrane region	CC	p	0.3694955941806739	1.0	0	28	12	230		3
GO:0035770	ribonucleoprotein granule	CC	p	0.6003331350312817	1.0	0	28	8	230		5
GO:0005694	chromosome	CC	p	0.6050589256643577	1.0	0	28	9	230		5
GO:0097060	synaptic membrane	CC	p	0.6147884946148084	1.0	0	28	10	230		4
GO:0000785	chromatin	CC	p	0.7003071814937769	1.0	1	28	16	230	NAP1L2	2
GO:0005856	cytoskeleton	CC	p	0.7475234172403992	1.0	2	28	25	230	FLNA,MID2	5
GO:0031090	organelle membrane	CC	p	0.7935913202249125	1.0	4	28	41	230	ALG13,ATP6AP1,EMD,TAFAZZIN	3
GO:0005829	cytosol	CC	p	0.8303113784113036	1.0	8	28	72	230	DIAPH2,EMD,FLNA,GDI1,RPL10,TKTL1,TSC22D3,UBL4A	2
GO:0071243	cellular response to arsenic-containing substance	BP	p	1.0	1.0	0	28	1	230		4
GO:0071360	cellular response to exogenous dsRNA	BP	p	1.0	1.0	0	28	1	230		6
GO:0051250	negative regulation of lymphocyte activation	BP	p	1.0	1.0	0	28	2	230		7
GO:0055001	muscle cell development	BP	p	1.0	1.0	0	28	1	230		4
GO:0003081	regulation of systemic arterial blood pressure by renin-angiotensin	BP	p	1.0	1.0	0	28	1	230		7
GO:0031116	positive regulation of microtubule polymerization	BP	p	1.0	1.0	0	28	1	230		10
