Gene	GO_ID	GO_Name	GO_Category	Evidence	In_X_Selection	In_All_X
WDR44	GO:0005515	protein binding	Function	IPI	True	True
WDR44	GO:0005737	cytoplasm	Component	IEA	True	True
WDR44	GO:0005768	endosome	Component	IEA	True	True
WDR44	GO:0005794	Golgi apparatus	Component	IDA	True	True
WDR44	GO:0005794	Golgi apparatus	Component	IEA	True	True
WDR44	GO:0005829	cytosol	Component	IEA	True	True
WDR44	GO:0010008	endosome membrane	Component	IDA	True	True
WDR44	GO:0010008	endosome membrane	Component	IEA	True	True
WDR44	GO:0016020	membrane	Component	IEA	True	True
WDR44	GO:0031267	small GTPase binding	Function	IDA	True	True
WDR44	GO:0043001	Golgi to plasma membrane protein transport	Process	IMP	True	True
WDR44	GO:0045724	positive regulation of cilium assembly	Process	IDA	True	True
WDR44	GO:0045724	positive regulation of cilium assembly	Process	IMP	True	True
WDR44	GO:0048471	perinuclear region of cytoplasm	Component	IEA	True	True
WDR44	GO:0060627	regulation of vesicle-mediated transport	Process	IMP	True	True
WDR44	GO:0061512	protein localization to cilium	Process	IMP	True	True
WDR44	GO:0061824	cytosolic ciliogenesis	Process	IMP	True	True
WDR44	GO:0140313	molecular sequestering activity	Function	IMP	True	True
WDR44	GO:1902018	negative regulation of cilium assembly	Process	IMP	True	True
NUP62CL	GO:0005515	protein binding	Function	IPI	True	True
NUP62CL	GO:0005635	nuclear envelope	Component	IEA	True	True
NUP62CL	GO:0005643	nuclear pore	Component	IEA	True	True
NUP62CL	GO:0006913	nucleocytoplasmic transport	Process	IEA	True	True
NUP62CL	GO:0015031	protein transport	Process	IEA	True	True
NUP62CL	GO:0017056	structural constituent of nuclear pore	Function	IEA	True	True
GDPD2	GO:0005737	cytoplasm	Component	IEA	True	True
GDPD2	GO:0005856	cytoskeleton	Component	IEA	True	True
GDPD2	GO:0005884	actin filament	Component	IEA	True	True
GDPD2	GO:0005886	plasma membrane	Component	IBA	True	True
GDPD2	GO:0005886	plasma membrane	Component	IEA	True	True
GDPD2	GO:0006629	lipid metabolic process	Process	IEA	True	True
GDPD2	GO:0007015	actin filament organization	Process	IEA	True	True
GDPD2	GO:0008081	phosphoric diester hydrolase activity	Function	IEA	True	True
GDPD2	GO:0008889	glycerophosphodiester phosphodiesterase activity	Function	IBA	True	True
GDPD2	GO:0016020	membrane	Component	IEA	True	True
GDPD2	GO:0016787	hydrolase activity	Function	IEA	True	True
GDPD2	GO:0030027	lamellipodium	Component	IEA	True	True
GDPD2	GO:0045669	positive regulation of osteoblast differentiation	Process	IEA	True	True
GDPD2	GO:0046872	metal ion binding	Function	IEA	True	True
GDPD2	GO:0047394	glycerophosphoinositol inositolphosphodiesterase activity	Function	IEA	True	True
TBC1D8B	GO:0003094	glomerular filtration	Process	IBA	True	True
TBC1D8B	GO:0003094	glomerular filtration	Process	IEA	True	True
TBC1D8B	GO:0003094	glomerular filtration	Process	IMP	True	True
TBC1D8B	GO:0005096	GTPase activator activity	Function	IBA	True	True
TBC1D8B	GO:0005096	GTPase activator activity	Function	IEA	True	True
TBC1D8B	GO:0005509	calcium ion binding	Function	IEA	True	True
TBC1D8B	GO:0005515	protein binding	Function	IPI	True	True
TBC1D8B	GO:0005737	cytoplasm	Component	IEA	True	True
TBC1D8B	GO:0005829	cytosol	Component	IBA	True	True
TBC1D8B	GO:0005829	cytosol	Component	IDA	True	True
TBC1D8B	GO:0005829	cytosol	Component	IEA	True	True
TBC1D8B	GO:0016192	vesicle-mediated transport	Process	IMP	True	True
FAM120C	GO:0003723	RNA binding	Function	HDA	True	True
FAM120C	GO:0005634	nucleus	Component	IBA	True	True
RADX	GO:0003677	DNA binding	Function	IEA	True	True
RADX	GO:0003697	single-stranded DNA binding	Function	IBA	True	True
RADX	GO:0003697	single-stranded DNA binding	Function	IDA	True	True
RADX	GO:0003697	single-stranded DNA binding	Function	IEA	True	True
RADX	GO:0003723	RNA binding	Function	HDA	True	True
RADX	GO:0005515	protein binding	Function	IPI	True	True
RADX	GO:0005657	replication fork	Component	IBA	True	True
RADX	GO:0005657	replication fork	Component	IDA	True	True
RADX	GO:0005694	chromosome	Component	IEA	True	True
RADX	GO:0006282	regulation of DNA repair	Process	IBA	True	True
RADX	GO:0016607	nuclear speck	Component	IDA	True	True
RADX	GO:2000042	negative regulation of double-strand break repair via homologous recombination	Process	IDA	True	True
NUDT11	GO:0000298	endopolyphosphatase activity	Function	IBA	True	True
NUDT11	GO:0005515	protein binding	Function	IPI	True	True
NUDT11	GO:0005634	nucleus	Component	IBA	True	True
NUDT11	GO:0005737	cytoplasm	Component	IBA	True	True
NUDT11	GO:0005737	cytoplasm	Component	IEA	True	True
NUDT11	GO:0005829	cytosol	Component	IDA	True	True
NUDT11	GO:0005829	cytosol	Component	TAS	True	True
NUDT11	GO:0008486	diphosphoinositol-polyphosphate diphosphatase activity	Function	IBA	True	True
NUDT11	GO:0008486	diphosphoinositol-polyphosphate diphosphatase activity	Function	IEA	True	True
NUDT11	GO:0008486	diphosphoinositol-polyphosphate diphosphatase activity	Function	ISS	True	True
NUDT11	GO:0016462	pyrophosphatase activity	Function	IEA	True	True
NUDT11	GO:0016787	hydrolase activity	Function	IEA	True	True
NUDT11	GO:0034431	bis(5'-adenosyl)-hexaphosphatase activity	Function	IBA	True	True
NUDT11	GO:0034431	bis(5'-adenosyl)-hexaphosphatase activity	Function	IEA	True	True
NUDT11	GO:0034432	bis(5'-adenosyl)-pentaphosphatase activity	Function	IBA	True	True
NUDT11	GO:0046872	metal ion binding	Function	IEA	True	True
NUDT11	GO:0071543	diphosphoinositol polyphosphate metabolic process	Process	IBA	True	True
NUDT11	GO:1901907	diadenosine pentaphosphate catabolic process	Process	IBA	True	True
NUDT11	GO:1901909	diadenosine hexaphosphate catabolic process	Process	IBA	True	True
NUDT11	GO:1901911	adenosine 5'-(hexahydrogen pentaphosphate) catabolic process	Process	IBA	True	True
TMLHE	GO:0005506	iron ion binding	Function	IEA	True	True
TMLHE	GO:0005739	mitochondrion	Component	HTP	True	True
TMLHE	GO:0005739	mitochondrion	Component	IBA	True	True
TMLHE	GO:0005739	mitochondrion	Component	IDA	True	True
TMLHE	GO:0005739	mitochondrion	Component	IEA	True	True
TMLHE	GO:0005759	mitochondrial matrix	Component	IEA	True	True
TMLHE	GO:0005759	mitochondrial matrix	Component	TAS	True	True
TMLHE	GO:0016491	oxidoreductase activity	Function	IEA	True	True
TMLHE	GO:0045329	carnitine biosynthetic process	Process	IBA	True	True
TMLHE	GO:0045329	carnitine biosynthetic process	Process	IDA	True	True
TMLHE	GO:0045329	carnitine biosynthetic process	Process	IEA	True	True
TMLHE	GO:0045329	carnitine biosynthetic process	Process	IMP	True	True
TMLHE	GO:0045329	carnitine biosynthetic process	Process	TAS	True	True
TMLHE	GO:0046872	metal ion binding	Function	IEA	True	True
TMLHE	GO:0050353	trimethyllysine dioxygenase activity	Function	EXP	True	True
TMLHE	GO:0050353	trimethyllysine dioxygenase activity	Function	IDA	True	True
TMLHE	GO:0050353	trimethyllysine dioxygenase activity	Function	IDA	True	True
TMLHE	GO:0050353	trimethyllysine dioxygenase activity	Function	IEA	True	True
TMLHE	GO:0050353	trimethyllysine dioxygenase activity	Function	IMP	True	True
TMLHE	GO:0051213	dioxygenase activity	Function	IEA	True	True
RBM41	GO:0000398	mRNA splicing, via spliceosome	Process	IBA	True	True
RBM41	GO:0003676	nucleic acid binding	Function	IEA	True	True
RBM41	GO:0003723	RNA binding	Function	IEA	True	True
RBM41	GO:0005515	protein binding	Function	IPI	True	True
RBM41	GO:0005689	U12-type spliceosomal complex	Component	IBA	True	True
RBM41	GO:0030626	U12 snRNA binding	Function	IBA	True	True
RBM41	GO:0097157	pre-mRNA intronic binding	Function	IBA	True	True
PLXNA3	GO:0002116	semaphorin receptor complex	Component	IBA	True	True
PLXNA3	GO:0002116	semaphorin receptor complex	Component	TAS	True	True
PLXNA3	GO:0005515	protein binding	Function	IPI	True	True
PLXNA3	GO:0005886	plasma membrane	Component	IBA	True	True
PLXNA3	GO:0005886	plasma membrane	Component	IEA	True	True
PLXNA3	GO:0005886	plasma membrane	Component	TAS	True	True
PLXNA3	GO:0007166	cell surface receptor signaling pathway	Process	IEA	True	True
PLXNA3	GO:0007411	axon guidance	Process	IEA	True	True
PLXNA3	GO:0007411	axon guidance	Process	ISS	True	True
PLXNA3	GO:0007416	synapse assembly	Process	IBA	True	True
PLXNA3	GO:0008045	motor neuron axon guidance	Process	IBA	True	True
PLXNA3	GO:0016020	membrane	Component	IEA	True	True
PLXNA3	GO:0017154	semaphorin receptor activity	Function	IBA	True	True
PLXNA3	GO:0017154	semaphorin receptor activity	Function	IEA	True	True
PLXNA3	GO:0017154	semaphorin receptor activity	Function	ISS	True	True
PLXNA3	GO:0021537	telencephalon development	Process	IEA	True	True
PLXNA3	GO:0021612	facial nerve structural organization	Process	IEA	True	True
PLXNA3	GO:0021612	facial nerve structural organization	Process	ISS	True	True
PLXNA3	GO:0021628	olfactory nerve formation	Process	IEA	True	True
PLXNA3	GO:0021637	trigeminal nerve structural organization	Process	IEA	True	True
PLXNA3	GO:0021637	trigeminal nerve structural organization	Process	ISS	True	True
PLXNA3	GO:0021766	hippocampus development	Process	IEA	True	True
PLXNA3	GO:0021766	hippocampus development	Process	ISS	True	True
PLXNA3	GO:0021785	branchiomotor neuron axon guidance	Process	IEA	True	True
PLXNA3	GO:0021785	branchiomotor neuron axon guidance	Process	ISS	True	True
PLXNA3	GO:0021828	gonadotrophin-releasing hormone neuronal migration to the hypothalamus	Process	IEA	True	True
PLXNA3	GO:0021860	pyramidal neuron development	Process	IEA	True	True
PLXNA3	GO:0021860	pyramidal neuron development	Process	ISS	True	True
PLXNA3	GO:0030334	regulation of cell migration	Process	IBA	True	True
PLXNA3	GO:0038023	signaling receptor activity	Function	IEA	True	True
PLXNA3	GO:0048675	axon extension	Process	IEA	True	True
PLXNA3	GO:0048841	regulation of axon extension involved in axon guidance	Process	IEA	True	True
PLXNA3	GO:0048843	negative regulation of axon extension involved in axon guidance	Process	IEA	True	True
PLXNA3	GO:0048846	axon extension involved in axon guidance	Process	IEA	True	True
PLXNA3	GO:0050770	regulation of axonogenesis	Process	IEA	True	True
PLXNA3	GO:0050919	negative chemotaxis	Process	IEA	True	True
PLXNA3	GO:0050919	negative chemotaxis	Process	IEA	True	True
PLXNA3	GO:0050920	regulation of chemotaxis	Process	IEA	True	True
PLXNA3	GO:0051495	positive regulation of cytoskeleton organization	Process	IEA	True	True
PLXNA3	GO:0051495	positive regulation of cytoskeleton organization	Process	ISS	True	True
PLXNA3	GO:0071526	semaphorin-plexin signaling pathway	Process	IBA	True	True
PLXNA3	GO:0071526	semaphorin-plexin signaling pathway	Process	IEA	True	True
PLXNA3	GO:0071526	semaphorin-plexin signaling pathway	Process	ISS	True	True
PLXNA3	GO:0071526	semaphorin-plexin signaling pathway	Process	NAS	True	True
PLXNA3	GO:0097485	neuron projection guidance	Process	IEA	True	True
PLXNA3	GO:0097485	neuron projection guidance	Process	ISS	True	True
PLXNA3	GO:1990138	neuron projection extension	Process	IEA	True	True
OTUD5	GO:0001818	negative regulation of cytokine production	Process	IEA	True	True
OTUD5	GO:0004843	cysteine-type deubiquitinase activity	Function	IBA	True	True
OTUD5	GO:0004843	cysteine-type deubiquitinase activity	Function	IDA	True	True
OTUD5	GO:0004843	cysteine-type deubiquitinase activity	Function	IEA	True	True
OTUD5	GO:0005634	nucleus	Component	IDA	True	True
OTUD5	GO:0005634	nucleus	Component	IEA	True	True
OTUD5	GO:0005829	cytosol	Component	TAS	True	True
OTUD5	GO:0006508	proteolysis	Process	IEA	True	True
OTUD5	GO:0008233	peptidase activity	Function	IEA	True	True
OTUD5	GO:0008234	cysteine-type peptidase activity	Function	IEA	True	True
OTUD5	GO:0014033	neural crest cell differentiation	Process	IMP	True	True
OTUD5	GO:0016579	protein deubiquitination	Process	IDA	True	True
OTUD5	GO:0016579	protein deubiquitination	Process	IEA	True	True
OTUD5	GO:0016579	protein deubiquitination	Process	TAS	True	True
OTUD5	GO:0016787	hydrolase activity	Function	IEA	True	True
OTUD5	GO:0030154	cell differentiation	Process	IEA	True	True
OTUD5	GO:0032480	negative regulation of type I interferon production	Process	TAS	True	True
OTUD5	GO:0032496	response to lipopolysaccharide	Process	IDA	True	True
OTUD5	GO:0050776	regulation of immune response	Process	IBA	True	True
OTUD5	GO:0061578	K63-linked deubiquitinase activity	Function	EXP	True	True
OTUD5	GO:0061578	K63-linked deubiquitinase activity	Function	IBA	True	True
OTUD5	GO:0061578	K63-linked deubiquitinase activity	Function	IDA	True	True
OTUD5	GO:0061578	K63-linked deubiquitinase activity	Function	IMP	True	True
OTUD5	GO:0070536	protein K63-linked deubiquitination	Process	IDA	True	True
OTUD5	GO:0070536	protein K63-linked deubiquitination	Process	IMP	True	True
OTUD5	GO:0071108	protein K48-linked deubiquitination	Process	IDA	True	True
OTUD5	GO:0071108	protein K48-linked deubiquitination	Process	IMP	True	True
OTUD5	GO:0090090	negative regulation of canonical Wnt signaling pathway	Process	IBA	True	True
OTUD5	GO:0090090	negative regulation of canonical Wnt signaling pathway	Process	IMP	True	True
OTUD5	GO:0101005	deubiquitinase activity	Function	IDA	True	True
OTUD5	GO:0101005	deubiquitinase activity	Function	IMP	True	True
OTUD5	GO:1904263	positive regulation of TORC1 signaling	Process	IBA	True	True
OTUD5	GO:1904263	positive regulation of TORC1 signaling	Process	IMP	True	True
OTUD5	GO:1904515	positive regulation of TORC2 signaling	Process	IBA	True	True
OTUD5	GO:1904515	positive regulation of TORC2 signaling	Process	IMP	True	True
OTUD5	GO:1990380	K48-linked deubiquitinase activity	Function	IDA	True	True
OTUD5	GO:1990380	K48-linked deubiquitinase activity	Function	IMP	True	True
MTMR8	GO:0004438	phosphatidylinositol-3-phosphate phosphatase activity	Function	IBA	True	True
MTMR8	GO:0004438	phosphatidylinositol-3-phosphate phosphatase activity	Function	IDA	True	True
MTMR8	GO:0004438	phosphatidylinositol-3-phosphate phosphatase activity	Function	IEA	True	True
MTMR8	GO:0005515	protein binding	Function	IPI	True	True
MTMR8	GO:0005634	nucleus	Component	IEA	True	True
MTMR8	GO:0005635	nuclear envelope	Component	IBA	True	True
MTMR8	GO:0005635	nuclear envelope	Component	IDA	True	True
MTMR8	GO:0005635	nuclear envelope	Component	IEA	True	True
MTMR8	GO:0005737	cytoplasm	Component	IBA	True	True
MTMR8	GO:0005737	cytoplasm	Component	IDA	True	True
MTMR8	GO:0005829	cytosol	Component	TAS	True	True
MTMR8	GO:0006629	lipid metabolic process	Process	IEA	True	True
MTMR8	GO:0010507	negative regulation of autophagy	Process	IPI	True	True
MTMR8	GO:0016241	regulation of macroautophagy	Process	IMP	True	True
MTMR8	GO:0016787	hydrolase activity	Function	IEA	True	True
MTMR8	GO:0032991	protein-containing complex	Component	IDA	True	True
MTMR8	GO:0046488	phosphatidylinositol metabolic process	Process	IEA	True	True
MTMR8	GO:0046856	phosphatidylinositol dephosphorylation	Process	IBA	True	True
MTMR8	GO:0046856	phosphatidylinositol dephosphorylation	Process	IDA	True	True
MTMR8	GO:0052629	phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity	Function	IEA	True	True
MTMR8	GO:0106018	phosphatidylinositol-3,5-bisphosphate phosphatase activity	Function	IBA	True	True
MTMR8	GO:0106018	phosphatidylinositol-3,5-bisphosphate phosphatase activity	Function	IDA	True	True
MTMR8	GO:0106018	phosphatidylinositol-3,5-bisphosphate phosphatase activity	Function	IEA	True	True
TXLNG	GO:0005634	nucleus	Component	IEA	True	True
TXLNG	GO:0005737	cytoplasm	Component	IEA	True	True
TXLNG	GO:0005829	cytosol	Component	IEA	True	True
TXLNG	GO:0005829	cytosol	Component	ISS	True	True
TXLNG	GO:0010564	regulation of cell cycle process	Process	IMP	True	True
TXLNG	GO:0016020	membrane	Component	IEA	True	True
TXLNG	GO:0019905	syntaxin binding	Function	IEA	True	True
TXLNG	GO:0030500	regulation of bone mineralization	Process	IEA	True	True
TXLNG	GO:0030500	regulation of bone mineralization	Process	ISS	True	True
TXLNG	GO:0031965	nuclear membrane	Component	IDA	True	True
TXLNG	GO:0031965	nuclear membrane	Component	IEA	True	True
TXLNG	GO:0051726	regulation of cell cycle	Process	IBA	True	True
TXLNG	GO:0051726	regulation of cell cycle	Process	IEA	True	True
TXLNG	GO:0051726	regulation of cell cycle	Process	ISS	True	True
TXLNG	GO:0140297	DNA-binding transcription factor binding	Function	IPI	True	True
MBNL3	GO:0003723	RNA binding	Function	HDA	True	True
MBNL3	GO:0003723	RNA binding	Function	IBA	True	True
MBNL3	GO:0005515	protein binding	Function	IPI	True	True
MBNL3	GO:0005634	nucleus	Component	IEA	True	True
MBNL3	GO:0005654	nucleoplasm	Component	IBA	True	True
MBNL3	GO:0005654	nucleoplasm	Component	IDA	True	True
MBNL3	GO:0005737	cytoplasm	Component	IBA	True	True
MBNL3	GO:0005737	cytoplasm	Component	IEA	True	True
MBNL3	GO:0005829	cytosol	Component	IDA	True	True
MBNL3	GO:0006397	mRNA processing	Process	IEA	True	True
MBNL3	GO:0008270	zinc ion binding	Function	IEA	True	True
MBNL3	GO:0008380	RNA splicing	Process	IEA	True	True
MBNL3	GO:0043484	regulation of RNA splicing	Process	IBA	True	True
MBNL3	GO:0043484	regulation of RNA splicing	Process	IDA	True	True
MBNL3	GO:0043484	regulation of RNA splicing	Process	IEA	True	True
MBNL3	GO:0045662	negative regulation of myoblast differentiation	Process	IEA	True	True
MBNL3	GO:0046872	metal ion binding	Function	IEA	True	True
TEX11	GO:0000712	resolution of meiotic recombination intermediates	Process	IEA	True	True
TEX11	GO:0000794	condensed nuclear chromosome	Component	IEA	True	True
TEX11	GO:0000795	synaptonemal complex	Component	IEA	True	True
TEX11	GO:0000795	synaptonemal complex	Component	ISS	True	True
TEX11	GO:0000801	central element	Component	IBA	True	True
TEX11	GO:0000801	central element	Component	IEA	True	True
TEX11	GO:0005515	protein binding	Function	IPI	True	True
TEX11	GO:0005694	chromosome	Component	IEA	True	True
TEX11	GO:0005694	chromosome	Component	ISS	True	True
TEX11	GO:0006311	meiotic gene conversion	Process	IEA	True	True
TEX11	GO:0006311	meiotic gene conversion	Process	ISS	True	True
TEX11	GO:0006915	apoptotic process	Process	IEA	True	True
TEX11	GO:0007060	male meiosis chromosome segregation	Process	IBA	True	True
TEX11	GO:0007060	male meiosis chromosome segregation	Process	IEA	True	True
TEX11	GO:0007130	synaptonemal complex assembly	Process	IBA	True	True
TEX11	GO:0007130	synaptonemal complex assembly	Process	IEA	True	True
TEX11	GO:0007131	reciprocal meiotic recombination	Process	IBA	True	True
TEX11	GO:0007131	reciprocal meiotic recombination	Process	IEA	True	True
TEX11	GO:0007131	reciprocal meiotic recombination	Process	ISS	True	True
TEX11	GO:0007140	male meiotic nuclear division	Process	IEA	True	True
TEX11	GO:0008584	male gonad development	Process	IEA	True	True
TEX11	GO:0009566	fertilization	Process	IEA	True	True
TEX11	GO:0035234	ectopic germ cell programmed cell death	Process	IEA	True	True
TEX11	GO:0043066	negative regulation of apoptotic process	Process	IEA	True	True
TEX11	GO:0051026	chiasma assembly	Process	IEA	True	True
TEX11	GO:0051093	negative regulation of developmental process	Process	IEA	True	True
TEX11	GO:0051321	meiotic cell cycle	Process	IEA	True	True
TEX11	GO:2000242	negative regulation of reproductive process	Process	IEA	True	True
CTPS2	GO:0000166	nucleotide binding	Function	IEA	True	True
CTPS2	GO:0003883	CTP synthase activity	Function	IBA	True	True
CTPS2	GO:0003883	CTP synthase activity	Function	IDA	True	True
CTPS2	GO:0003883	CTP synthase activity	Function	IEA	True	True
CTPS2	GO:0003883	CTP synthase activity	Function	TAS	True	True
CTPS2	GO:0005515	protein binding	Function	IPI	True	True
CTPS2	GO:0005524	ATP binding	Function	IEA	True	True
CTPS2	GO:0005634	nucleus	Component	IDA	True	True
CTPS2	GO:0005737	cytoplasm	Component	IBA	True	True
CTPS2	GO:0005737	cytoplasm	Component	IDA	True	True
CTPS2	GO:0005739	mitochondrion	Component	HTP	True	True
CTPS2	GO:0005829	cytosol	Component	TAS	True	True
CTPS2	GO:0006220	pyrimidine nucleotide metabolic process	Process	TAS	True	True
CTPS2	GO:0006221	pyrimidine nucleotide biosynthetic process	Process	IEA	True	True
CTPS2	GO:0006241	CTP biosynthetic process	Process	IBA	True	True
CTPS2	GO:0006241	CTP biosynthetic process	Process	IDA	True	True
CTPS2	GO:0006241	CTP biosynthetic process	Process	IEA	True	True
CTPS2	GO:0016874	ligase activity	Function	IEA	True	True
CTPS2	GO:0019856	pyrimidine nucleobase biosynthetic process	Process	IBA	True	True
CTPS2	GO:0042802	identical protein binding	Function	IBA	True	True
CTPS2	GO:0042802	identical protein binding	Function	IPI	True	True
CTPS2	GO:0044210	'de novo' CTP biosynthetic process	Process	IEA	True	True
CTPS2	GO:0044281	small molecule metabolic process	Process	IEA	True	True
CTPS2	GO:0097268	cytoophidium	Component	IBA	True	True
CTPS2	GO:0097268	cytoophidium	Component	IDA	True	True
GRIPAP1	GO:0005085	guanyl-nucleotide exchange factor activity	Function	IEA	True	True
GRIPAP1	GO:0005515	protein binding	Function	IPI	True	True
GRIPAP1	GO:0005654	nucleoplasm	Component	IDA	True	True
GRIPAP1	GO:0005768	endosome	Component	IEA	True	True
GRIPAP1	GO:0005829	cytosol	Component	IDA	True	True
GRIPAP1	GO:0015031	protein transport	Process	IEA	True	True
GRIPAP1	GO:0016020	membrane	Component	IEA	True	True
GRIPAP1	GO:0030424	axon	Component	IEA	True	True
GRIPAP1	GO:0030425	dendrite	Component	IEA	True	True
GRIPAP1	GO:0031901	early endosome membrane	Component	IEA	True	True
GRIPAP1	GO:0035255	ionotropic glutamate receptor binding	Function	IEA	True	True
GRIPAP1	GO:0042734	presynaptic membrane	Component	IEA	True	True
GRIPAP1	GO:0042802	identical protein binding	Function	IPI	True	True
GRIPAP1	GO:0042995	cell projection	Component	IEA	True	True
GRIPAP1	GO:0043025	neuronal cell body	Component	IEA	True	True
GRIPAP1	GO:0045202	synapse	Component	IEA	True	True
GRIPAP1	GO:0055038	recycling endosome membrane	Component	IEA	True	True
GRIPAP1	GO:0072562	blood microparticle	Component	HDA	True	True
GRIPAP1	GO:0098978	glutamatergic synapse	Component	IBA	True	True
GRIPAP1	GO:0098978	glutamatergic synapse	Component	IEA	True	True
GRIPAP1	GO:0098998	extrinsic component of postsynaptic early endosome membrane	Component	IBA	True	True
GRIPAP1	GO:0098998	extrinsic component of postsynaptic early endosome membrane	Component	IEA	True	True
GRIPAP1	GO:0099152	regulation of neurotransmitter receptor transport, endosome to postsynaptic membrane	Process	IBA	True	True
GRIPAP1	GO:0099152	regulation of neurotransmitter receptor transport, endosome to postsynaptic membrane	Process	IEA	True	True
GRIPAP1	GO:0099158	regulation of recycling endosome localization within postsynapse	Process	IBA	True	True
GRIPAP1	GO:0099158	regulation of recycling endosome localization within postsynapse	Process	IEA	True	True
GRIPAP1	GO:1903828	negative regulation of protein localization	Process	IEA	True	True
GRIPAP1	GO:1903910	negative regulation of receptor clustering	Process	IEA	True	True
ZNF630	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	Function	IBA	True	True
ZNF630	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	Function	IBA	True	True
ZNF630	GO:0003677	DNA binding	Function	IEA	True	True
ZNF630	GO:0005634	nucleus	Component	IBA	True	True
ZNF630	GO:0005634	nucleus	Component	IEA	True	True
ZNF630	GO:0006355	regulation of DNA-templated transcription	Process	IEA	True	True
ZNF630	GO:0006357	regulation of transcription by RNA polymerase II	Process	IBA	True	True
ZNF630	GO:0008270	zinc ion binding	Function	IEA	True	True
ZNF630	GO:0031981	nuclear lumen	Component	IEA	True	True
ZNF630	GO:0046872	metal ion binding	Function	IEA	True	True
NLGN4X	GO:0003360	brainstem development	Process	ISS	True	True
NLGN4X	GO:0005515	protein binding	Function	IPI	True	True
NLGN4X	GO:0005886	plasma membrane	Component	IDA	True	True
NLGN4X	GO:0005886	plasma membrane	Component	IEA	True	True
NLGN4X	GO:0005886	plasma membrane	Component	TAS	True	True
NLGN4X	GO:0007155	cell adhesion	Process	IEA	True	True
NLGN4X	GO:0007158	neuron cell-cell adhesion	Process	TAS	True	True
NLGN4X	GO:0007612	learning	Process	IMP	True	True
NLGN4X	GO:0009986	cell surface	Component	IDA	True	True
NLGN4X	GO:0016020	membrane	Component	IEA	True	True
NLGN4X	GO:0016020	membrane	Component	NAS	True	True
NLGN4X	GO:0016020	membrane	Component	TAS	True	True
NLGN4X	GO:0021549	cerebellum development	Process	ISS	True	True
NLGN4X	GO:0030182	neuron differentiation	Process	NAS	True	True
NLGN4X	GO:0030425	dendrite	Component	IDA	True	True
NLGN4X	GO:0030534	adult behavior	Process	IMP	True	True
NLGN4X	GO:0031404	chloride ion binding	Function	IDA	True	True
NLGN4X	GO:0035176	social behavior	Process	IMP	True	True
NLGN4X	GO:0035265	organ growth	Process	ISS	True	True
NLGN4X	GO:0042043	neurexin family protein binding	Function	IDA	True	True
NLGN4X	GO:0042043	neurexin family protein binding	Function	IEA	True	True
NLGN4X	GO:0042043	neurexin family protein binding	Function	IPI	True	True
NLGN4X	GO:0042803	protein homodimerization activity	Function	IDA	True	True
NLGN4X	GO:0045202	synapse	Component	IEA	True	True
NLGN4X	GO:0045202	synapse	Component	ISS	True	True
NLGN4X	GO:0045211	postsynaptic membrane	Component	IEA	True	True
NLGN4X	GO:0045216	cell-cell junction organization	Process	NAS	True	True
NLGN4X	GO:0050804	modulation of chemical synaptic transmission	Process	IDA	True	True
NLGN4X	GO:0050804	modulation of chemical synaptic transmission	Process	IMP	True	True
NLGN4X	GO:0050808	synapse organization	Process	IMP	True	True
NLGN4X	GO:0050808	synapse organization	Process	NAS	True	True
NLGN4X	GO:0050839	cell adhesion molecule binding	Function	TAS	True	True
NLGN4X	GO:0051963	regulation of synapse assembly	Process	IDA	True	True
NLGN4X	GO:0051963	regulation of synapse assembly	Process	IMP	True	True
NLGN4X	GO:0060076	excitatory synapse	Component	IDA	True	True
NLGN4X	GO:0071625	vocalization behavior	Process	IMP	True	True
NLGN4X	GO:0071625	vocalization behavior	Process	ISS	True	True
NLGN4X	GO:0090394	negative regulation of excitatory postsynaptic potential	Process	IDA	True	True
NLGN4X	GO:0097105	presynaptic membrane assembly	Process	IDA	True	True
NLGN4X	GO:0097110	scaffold protein binding	Function	IPI	True	True
NLGN4X	GO:0098839	postsynaptic density membrane	Component	IDA	True	True
NLGN4X	GO:0098839	postsynaptic density membrane	Component	IEA	True	True
NLGN4X	GO:0098839	postsynaptic density membrane	Component	IMP	True	True
NLGN4X	GO:0098978	glutamatergic synapse	Component	IDA	True	True
NLGN4X	GO:0098978	glutamatergic synapse	Component	IMP	True	True
NLGN4X	GO:0098982	GABA-ergic synapse	Component	IDA	True	True
NLGN4X	GO:0098982	GABA-ergic synapse	Component	IMP	True	True
NLGN4X	GO:0098983	symmetric, GABA-ergic, inhibitory synapse	Component	TAS	True	True
NLGN4X	GO:0098984	neuron to neuron synapse	Component	IEA	True	True
NLGN4X	GO:0098985	asymmetric, glutamatergic, excitatory synapse	Component	TAS	True	True
NLGN4X	GO:0099054	presynapse assembly	Process	IEA	True	True
NLGN4X	GO:0099054	presynapse assembly	Process	TAS	True	True
NLGN4X	GO:0099634	postsynaptic specialization membrane	Component	IBA	True	True
NLGN4X	GO:0099634	postsynaptic specialization membrane	Component	IDA	True	True
NLGN4X	GO:0099634	postsynaptic specialization membrane	Component	IMP	True	True
RAP2C	GO:0000166	nucleotide binding	Function	IEA	True	True
RAP2C	GO:0003713	transcription coactivator activity	Function	IDA	True	True
